run number,ridf events,run type,Ion Chamber,PPAC,Plastic,NEULAND,NEULANDVETO,SAMURAIBDC1,SAMURAIBDC2,Custom TOF,DC TPF,PLAcut,Placekeeper
2246,22150,1,2174,2174,0,,,,,306.0659719,2253,2174,0
2247,14994,1,2174,2174,0,,,,,306.0699472,2253,2174,0
2248,9229,,2174,2174,0,,,,,306.0687354,2253,2174,0
2249,2054,,2174,2174,0,,,,,306.0552099,2253,2174,0
2250,56941,1,2174,2174,0,,,,,306.0705367,2253,2174,0
2251,79481,1,2174,2174,0,,,,,306.070634,2253,2174,0
2252,0,7,2174,2174,0,,,,,306.1,2253,2174,0
2253,82143,1,2174,2174,0,,,,,306.0665784,2253,2174,0
2254,4389,7,2174,2174,0,,,,,306.0660949,2253,2174,0
2255,75972,1,2174,2174,0,,,,,306.0689467,2253,2174,0
2256,76840,1,2174,2174,0,,,,,306.0719011,2253,2174,0
2257,71064,1,2174,2174,0,,,,,306.0777404,2253,2174,0
2258,68663,1,2174,2174,0,,,,,306.0771416,2253,2174,0
2259,0,7,2174,2174,0,,,,,306.07,2253,2174,0
2260,256,,2174,2174,0,,,,,306.0575784,2253,2174,0
2261,75385,1,2174,2174,0,,,,,306.0783626,2253,2174,0
2262,70700,1,2174,2174,0,,,,,306.0783929,2253,2174,0
2263,11347,2,2174,2174,0,,,,,306.0847328,2253,2174,0
2264,76854,1,2174,2174,0,,,,,306.0815455,2253,2174,0
2265,4548,1,2174,2174,0,,,,,306.0820396,2253,2174,0
2266,3026,7,2174,2174,0,,,,,306.08958,2253,2174,0
2267,37014,1,2174,2174,0,,,,,306.0879992,2253,2174,0
2268,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2269,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2270,113489,1,2174,2174,0,,,,,306.0793557,2253,2174,0
2271,53254,1,2174,2174,0,,,,,306.0774884,2253,2174,0
2272,110162,1,2174,2174,0,,,,,306.0735592,2253,2174,0
2273,86832,1,2174,2174,0,,,,,306.0789446,2253,2174,0
2274,111436,1,2174,2174,0,,,,,306.0792713,2253,2174,0
2275,74554,1,2174,2174,0,,,,,306.0822946,2253,2174,0
2276,82858,1,2174,2174,0,,,,,306.0871517,2253,2174,0
2277,64634,,2174,2174,0,,,,,306.0899413,2253,2174,0
2278,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2279,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2280,-1,9,2174,2174,0,,,,,306.07,2253,2174,0
2281,-1,9,2174,2174,0,,,,,306.07,2253,2174,0
2282,-1,9,2174,2174,0,,,,,306.07,2253,2174,0
2283,80415,1,2174,2174,0,,,,,306.0971146,2253,2174,0
2284,87900,1,2174,2174,0,,,,,306.1028732,2253,2174,0
2285,5173,1,2174,2174,0,,,,,306.1002103,2253,2174,0
2286,12278,1,2174,2174,0,,,,,306.1053298,2253,2174,0
2287,815,7,2174,2174,0,,,,,306.0906309,2253,2174,0
2288,14466,1,2174,2174,0,,,,,306.0983578,2253,2174,0
2289,12718,1,2174,2174,0,,,,,306.1057781,2253,2174,0
2290,13877,2,2174,2174,0,,,,,306.0982835,2253,2174,0
2291,30560,1,2174,2174,0,,,,,306.0998351,2253,2174,0
2292,77763,1,2174,2174,0,,,,,306.1049037,2253,2174,0
2293,22412,1,2174,2174,0,,,,,306.1078977,2253,2174,0
2294,35911,1,2174,2174,0,,,,,306.106783,2253,2174,0
2295,501,7,2174,2174,0,,,,,306.0623387,2253,2174,0
2296,542,7,2174,2174,0,,,,,306.1555298,2253,2174,0
2297,13909,7,2174,2174,0,,,,,306.1011999,2253,2174,0
2298,5640,7,2174,2174,0,,,,,306.1022527,2253,2174,0
2299,6259,1,2174,2174,0,,,,,306.1052416,2253,2174,0
2300,1384,7,2174,2174,0,,,,,306.1004297,2253,2174,0
2301,24851,7,2174,2174,0,,,,,306.1078292,2253,2174,0
2302,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2303,3257,7,2174,2174,0,,,,,306.1102628,2253,2174,0
2304,60199,7,2174,2174,0,,,,,306.1105228,2253,2174,0
2305,0,7,2174,2174,0,,,,,306.07,2253,2174,0
2306,74860,1,2174,2174,0,,,,,306.1063086,2253,2174,0
2307,2061,7,2174,2174,0,,,,,306.074842,2253,2174,0
2308,30,7,2174,2174,0,,,,,306.07,2253,2174,0
2309,12,7,2174,2174,0,,,,,306.07,2253,2174,0
2310,75371,1,2174,2174,0,,,,,306.1077957,2253,2174,0
2311,93435,1,2174,2174,0,,,,,306.1059673,2253,2174,0
2312,25858,7,2174,2174,0,,,,,306.1111366,2253,2174,0
2313,0,7,2174,2174,0,,,,,306.07,2253,2174,0
2314,79031,1,2174,2174,0,,,,,306.1105678,2253,2174,0
2315,78086,1,2174,2174,0,,,,,306.1150677,2253,2174,0
2316,83356,,2174,2174,0,,,,,306.1108654,2253,2174,0
2317,2499,7,2174,2174,0,,,,,306.072592,2253,2174,0
2318,6029,7,2174,2174,0,,,,,306.0970548,2253,2174,0
2319,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2320,52084,1,2174,2174,0,,,,,306.1135499,2253,2174,0
2321,8388,2,2174,2174,0,,,,,306.1314646,2253,2174,0
2322,73227,1,2174,2174,0,,,,,306.125692,2253,2174,0
2323,74409,1,2174,2174,0,,,,,306.1262608,2253,2174,0
2324,100162,1,2174,2174,0,,,,,306.1271745,2253,2174,0
2325,93024,1,2174,2174,0,,,,,306.1270554,2253,2174,0
2326,109506,1,2174,2174,0,,,,,306.1277223,2253,2174,0
2327,0,,2174,2174,0,,,,,306.07,2253,2174,0
2328,0,,2174,2174,0,,,,,306.07,2253,2174,0
2329,0,1,2174,2174,0,,,,,306.07,2253,2174,0
2330,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2331,98879,1,2174,2174,0,,,,,306.1325288,2253,2174,0
2332,99980,1,2174,2174,0,,,,,306.1315552,2253,2174,0
2333,104823,1,2174,2174,0,,,,,306.1356514,2253,2174,0
2334,99410,1,2174,2174,0,,,,,306.1382459,2253,2174,0
2335,100424,1,2174,2174,0,,,,,306.1407519,2253,2174,0
2336,100753,1,2174,2174,0,,,,,306.1448518,2253,2174,0
2337,98888,1,2174,2174,0,,,,,306.1439949,2253,2174,0
2338,4294,7,2174,2174,0,,,,,306.1359016,2253,2174,0
2339,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2340,99774,1,2174,2174,0,,,,,306.1479482,2253,2174,0
2341,100508,1,2174,2174,0,,,,,306.1515427,2253,2174,0
2342,35888,,2174,2174,0,,,,,306.1525752,2253,2174,0
2343,0,,2174,2174,0,,,,,306.07,2253,2174,0
2344,0,,2174,2174,0,,,,,306.07,2253,2174,0
2345,1,7,2174,2174,0,,,,,306.07,2253,2174,0
2346,777,7,2174,2174,0,,,,,306.181641,2253,2174,0
2347,0,7,2174,2174,0,,,,,306.07,2253,2174,0
2348,664,7,2174,2174,0,,,,,306.1337837,2253,2174,0
2349,9416,2,2174,2174,0,,,,,306.1568803,2253,2174,0
2350,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2351,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2352,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2353,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2354,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2355,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2356,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2357,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2358,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2359,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2360,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2361,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2362,97783,1,2174,2174,0,,,,,306.1540332,2253,2174,0
2363,98388,1,2174,2174,0,,,,,306.1570463,2253,2174,0
2364,100971,1,2174,2174,0,,,,,306.1613547,2253,2174,0
2365,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2366,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2367,0,7,2174,2174,0,,,,,306.07,2253,2174,0
2368,109275,1,2174,2174,0,,,,,306.1599561,2253,2174,0
2369,105066,1,2174,2174,0,,,,,306.1638806,2253,2174,0
2370,92089,1,2174,2174,0,,,,,306.1662754,2253,2174,0
2371,89479,1,2174,2174,0,,,,,306.1644418,2253,2174,0
2372,115113,1,2174,2174,0,,,,,306.1664099,2253,2174,0
2373,92377,1,2174,2174,0,,,,,306.1584281,2253,2174,0
2374,107419,1,2174,2174,0,,,,,306.1596118,2253,2174,0
2375,109628,1,2174,2174,0,,,,,306.1610242,2253,2174,0
2376,118292,1,2174,2174,0,,,,,306.1682926,2253,2174,0
2377,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2378,34329,1,2174,2174,0,,,,,306.1673071,2253,2174,0
2379,95112,1,2174,2174,0,,,,,306.1636253,2253,2174,0
2380,28465,1,2174,2174,0,,,,,306.1664369,2253,2174,0
2381,98063,1,2174,2174,0,,,,,306.1686914,2253,2174,0
2382,82411,1,2174,2174,0,,,,,306.173863,2253,2174,0
2383,81165,1,2174,2174,0,,,,,306.17981,2253,2174,0
2384,96686,1,2174,2174,0,,,,,306.178927,2253,2174,0
2385,103278,1,2174,2174,0,,,,,306.177859,2253,2174,0
2386,102155,1,2174,2174,0,,,,,306.178869,2253,2174,0
2387,103636,1,2174,2174,0,,,,,306.182958,2253,2174,0
2388,94414,1,2174,2174,0,,,,,306.180449,2253,2174,0
2389,97055,1,2174,2174,0,,,,,306.186315,2253,2174,0
2390,93277,1,2174,2174,0,,,,,306.186772,2253,2174,0
2391,87152,1,2174,2174,0,,,,,306.194127,2253,2174,0
2392,97930,1,2174,2174,0,,,,,306.191831,2253,2174,0
2393,91605,1,2174,2174,0,,,,,306.196329,2253,2174,0
2394,85309,1,2174,2174,0,,,,,306.196948,2253,2174,0
2395,89201,1,2174,2174,0,,,,,306.199583,2253,2174,0
2396,89601,1,2174,2174,0,,,,,306.222963,2253,2174,0
2397,87065,1,2174,2174,0,,,,,306.217333,2253,2174,0
2398,83530,1,2174,2174,0,,,,,306.220064,2253,2174,0
2399,90695,1,2174,2174,0,,,,,306.211995,2253,2174,0
2400,73091,1,2174,2174,0,,,,,306.216504,2253,2174,0
2401,65587,1,2174,2174,0,,,,,306.201336,2253,2174,0
2402,20968,1,2174,2174,0,,,,,306.207256,2253,2174,0
2403,3652,7,2174,2174,0,,,,,306.192666,2253,2174,0
2404,3,7,2174,2174,0,,,,,306.07,2253,2174,0
2405,0,7,2174,2174,0,,,,,306.07,2253,2174,0
2406,95539,1,2174,2174,0,,,,,306.220751,2253,2174,0
2407,91283,1,2174,2174,0,,,,,306.222906,2253,2174,0
2408,29897,1,2174,2174,0,,,,,306.219199,2253,2174,0
2409,0,1,2174,2174,0,,,,,306.07,2253,2174,0
2410,0,,2174,2174,0,,,,,306.07,2253,2174,0
2411,0,1,2174,2174,0,,,,,306.07,2253,2174,0
2412,0,,2174,2174,0,,,,,306.07,2253,2174,0
2413,0,7,2174,2174,0,,,,,306.07,2253,2174,0
2414,0,7,2174,2174,0,,,,,306.07,2253,2174,0
2415,0,1,2174,2174,0,,,,,306.07,2253,2174,0
2416,0,,2174,2174,0,,,,,306.07,2253,2174,0
2417,0,1,2174,2174,0,,,,,306.07,2253,2174,0
2418,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2419,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2420,16989,1,2174,2174,0,,,,,306.232676,2253,2174,0
2421,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2422,89427,1,2174,2174,0,,,,,306.239171,2253,2174,0
2423,0,1,2174,2174,0,,,,,306.07,2253,2174,0
2424,82413,1,2174,2174,0,,,,,306.237613,2253,2174,0
2425,81518,1,2174,2174,0,,,,,306.238882,2253,2174,0
2426,72013,1,2174,2174,0,,,,,306.241635,2253,2174,0
2427,58075,1,2174,2174,0,,,,,306.233775,2253,2174,0
2428,11574,1,2174,2174,0,,,,,306.224043,2253,2174,0
2429,19642,1,2174,2174,0,,,,,306.232046,2253,2174,0
2430,1100,7,2174,2174,0,,,,,306.281695,2253,2174,0
2431,86869,1,2174,2174,0,,,,,306.245381,2253,2174,0
2432,67794,1,2174,2174,0,,,,,306.246918,2253,2174,0
2433,67950,1,2174,2174,0,,,,,306.239143,2253,2174,0
2434,66740,1,2174,2174,0,,,,,306.246767,2253,2174,0
2435,8568,2,2174,2174,0,,,,,306.209941,2253,2174,0
2436,0,7,2174,2174,0,,,,,306.07,2253,2174,0
2437,68906,1,2174,2174,0,,,,,306.245687,2253,2174,0
2438,68047,1,2174,2174,0,,,,,306.248563,2253,2174,0
2439,80613,1,2174,2174,0,,,,,306.241741,2253,2174,0
2440,75262,1,2174,2174,0,,,,,306.243021,2253,2174,0
2441,686,7,2174,2174,0,,,,,305.9902122,2253,2174,0
2442,73984,1,2174,2174,0,,,,,306.326458,2253,2174,0
2443,35511,,2174,2174,0,,,,,306.328334,2253,2174,0
2444,3490,,2174,2174,0,,,,,306.309635,2253,2174,0
2445,998,,2174,2174,0,,,,,306.703647,2253,2174,0
2446,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2447,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2448,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2449,3669,,2174,2174,0,,,,,306.380785,2253,2174,0
2450,2001,7,2174,2174,0,,,,,306.336456,2253,2174,0
2451,657,7,2174,2174,0,,,,,306.224983,2253,2174,0
2452,0,7,2174,2174,0,,,,,306.07,2253,2174,0
2453,62533,1,2174,2174,0,,,,,306.336131,2253,2174,0
2454,30900,1,2174,2174,0,,,,,306.339889,2253,2174,0
2455,7144,7,2174,2174,0,,,,,306.512752,2253,2174,0
2456,65310,1,2174,2174,0,,,,,306.31283,2253,2174,0
2457,0,,2174,2174,0,,,,,306.07,2253,2174,0
2458,635,7,2174,2174,0,,,,,306.355359,2253,2174,0
2459,2324,7,2174,2174,0,,,,,306.629177,2253,2174,0
2460,83223,1,2174,2174,0,,,,,306.316233,2253,2174,0
2461,66507,1,2174,2174,0,,,,,306.321158,2253,2174,0
2462,73588,1,2174,2174,0,,,,,306.322073,2253,2174,0
2463,85787,1,2174,2174,0,,,,,306.309303,2253,2174,0
2464,10485,2,2174,2174,0,,,,,306.296622,2253,2174,0
2465,-1,9,2174,2174,0,,,,,306.07,2253,2174,0
2466,-1,9,2174,2174,0,,,,,306.07,2253,2174,0
2467,1069,,2174,2174,0,,,,,306.416162,2253,2174,0
2468,50170,1,2174,2174,0,,,,,306.332477,2253,2174,0
2469,49018,1,2174,2174,0,,,,,306.315446,2253,2174,0
2470,49981,1,2174,2174,0,,,,,306.329904,2253,2174,0
2471,16643,,2174,2174,0,,,,,306.715266,2253,2174,0
2472,2172,1,2174,2174,0,,,,,306.420096,2253,2174,0
2473,4619,1,2174,2174,0,,,,,306.556823,2253,2174,0
2474,1441,1,2174,2174,0,,,,,306.495439,2253,2174,0
2475,5526,,2174,2174,0,,,,,306.614094,2253,2174,0
2476,3055,,2174,2174,0,,,,,307.02517,2253,2174,0
2477,41103,1,2174,2174,0,,,,,306.349037,2253,2174,0
2478,40017,1,2174,2174,0,,,,,306.359673,2253,2174,0
2479,4771,,2174,2174,0,,,,,306.260859,2253,2174,0
2480,69716,1,2174,2174,0,,,,,306.32596,2253,2174,0
2481,3572,,2174,2174,0,,,,,306.326939,2253,2174,0
2482,29722,1,2174,2174,0,,,,,306.403897,2253,2174,0
2483,29991,1,2174,2174,0,,,,,306.320206,2253,2174,0
2484,1823,1,2174,2174,0,,,,,306.1331948,2253,2174,0
2485,1443,1,2174,2174,0,,,,,306.797217,2253,2174,0
2486,351,,2174,2174,0,,,,,306.237065,2253,2174,0
2487,991,7,2174,2174,0,,,,,306.566915,2253,2174,0
2488,0,,2174,2174,0,,,,,306.07,2253,2174,0
2489,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2490,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2491,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2492,790,7,2174,2174,0,,,,,305.945396,2253,2174,0
2493,1058,7,2174,2174,0,,,,,306.347481,2253,2174,0
2494,6331,7,2174,2174,0,,,,,306.388927,2253,2174,0
2495,369,7,2174,2174,0,,,,,306.177503,2253,2174,0
2496,688,7,2174,2174,0,,,,,306.1043255,2253,2174,0
2497,73314,1,2174,2174,0,,,,,306.32523,2253,2174,0
2498,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2499,-1,,2174,2174,0,,,,,306.07,2253,2174,0
2500,4285,7,2174,2174,0,,,,,306.253804,2253,2174,0
2501,68001,1,2174,2174,0,,,,,306.322243,2253,2174,0
2502,66509,1,2174,2174,0,,,,,306.346322,2253,2174,0
2503,66072,1,2174,2174,0,,,,,306.331229,2253,2174,0
2504,8465,2,2174,2174,0,,,,,306.489308,2253,2174,0
2505,61957,1,2174,2174,0,,,,,306.331191,2253,2174,0
2506,56491,1,2174,2174,0,,,,,306.333546,2253,2174,0
2507,54770,1,2174,2174,0,,,,,306.343114,2253,2174,0
2508,63047,1,2174,2174,0,,,,,306.334363,2253,2174,0
2509,44075,1,2174,2174,0,,,,,306.335089,2253,2174,0
2510,0,,,,0,,,,,,2253,0,0
2511,-1,,,,0,,,,,,2253,0,0
2512,-1,,,,0,,,,,,2253,0,0
2513,0,7,,,0,,,,,,2253,0,0
2514,0,7,,,0,,,,,,2253,0,0
2515,0,7,,,0,,,,,,2253,0,0
2516,184,7,,,0,,,,,,2253,0,0
2517,0,7,,,0,,,,,,2253,0,0
2518,92,7,,,0,,,,,,2253,0,0
2519,405,2,2509,2509,0,,,,,305.9,2253,2509,0
2520,100841,,2509,2509,0,,,,,305.9,2562,2509,0
2521,20901,,2509,2509,0,,,,,305.9,2562,2509,0
2522,212973,,2509,2509,0,,,,,305.9,2562,2509,0
2523,11138,,2509,2509,0,,,,,305.9,2562,2509,0
2524,20404,,2509,2509,0,,,,,305.9,2562,2509,0
2525,20475,,2509,2509,0,,,,,305.9,2562,2509,0
2526,13023,8,2509,2509,0,,,,,305.9,2562,2509,0
2527,0,8,2509,2509,0,,,,,305.9,2562,2509,0
2528,0,8,2509,2509,0,,,,,305.9,2562,2509,0
2529,3866,8,2509,2509,0,,,,,305.9,2562,2509,0
2530,0,7,2509,2509,0,,,,,305.9,2562,2509,0
2531,0,7,2509,2509,0,,,,,305.9,2562,2509,0
2532,0,7,2509,2509,0,,,,,305.9,2562,2509,0
2533,0,7,2509,2509,0,,,,,305.9,2562,2509,0
2534,3745,7,2509,2509,0,,,,,305.9,2562,2509,0
2535,1114,7,2509,2509,0,,,,,305.9,2562,2509,0
2536,47241,7,2509,2509,0,,,,,305.9,2562,2509,0
2537,-1,,2509,2509,0,,,,,305.9,2562,2509,0
2538,-1,,2509,2509,0,,,,,305.9,2562,2509,0
2539,-1,,2509,2509,0,,,,,305.9,2562,2509,0
2540,270,7,2509,2509,0,,,,,305.9,2562,2509,0
2541,217,,2509,2509,0,,,,,305.9,2562,2509,0
2542,54441,1,2509,2509,0,,,,,305.9,2562,2509,0
2543,60097,1,2509,2509,0,,,,,305.9,2562,2509,0
2544,53322,1,2509,2509,0,,,,,305.9,2562,2509,0
2545,13483,2,2509,2509,0,,,,,305.9,2562,2509,0
2546,60455,1,2509,2509,0,,,,,305.9,2562,2509,0
2547,52712,1,2509,2509,0,,,,,305.9,2562,2509,0
2548,4585,1,2509,2509,0,,,,,305.9,2562,2509,0
2549,9718,,2509,2509,0,,,,,305.9,2562,2509,0
2550,74473,1,2509,2509,0,,,,,305.9,2562,2509,0
2551,34962,1,2509,2509,0,,,,,305.9,2562,2509,0
2552,66544,1,2509,2509,0,,,,,305.9,2562,2509,0
2553,72778,1,2509,2509,0,,,,,305.9,2562,2509,0
2554,90841,1,2509,2509,0,,,,,305.9,2562,2509,0
2555,80018,1,2509,2509,0,,,,,305.9,2562,2509,0
2556,87618,1,2509,2509,0,,,,,305.9,2562,2509,0
2557,78171,1,2509,2509,0,,,,,305.9,2562,2509,0
2558,73866,1,2509,2509,0,,,,,305.9,2562,2509,0
2559,66874,1,2509,2509,0,,,,,305.9,2562,2509,0
2560,91907,1,2509,2509,0,,,,,305.9,2562,2509,0
2561,-1,,2509,2509,0,,,,,305.9,2562,2509,0
2562,92098,1,2509,2509,0,,,,,305.9,2562,2509,0
2563,81895,1,2509,2509,0,,,,,305.9,2562,2509,0
2564,78572,1,2509,2509,0,,,,,305.9,2562,2509,0
2565,78840,1,2509,2509,0,,,,,305.9,2562,2509,0
2566,97396,1,2509,2509,0,,,,,305.9,2562,2509,0
2567,93625,1,2509,2509,0,,,,,305.9,2562,2509,0
2568,99304,1,2509,2509,0,,,,,305.9,2562,2509,0
2569,104663,1,2509,2509,0,,,,,305.9,2562,2509,0
2570,106777,1,2509,2509,0,,,,,305.9,2562,2509,0
2571,101007,1,2509,2509,0,,,,,305.9,2562,2509,0
2572,102786,1,2509,2509,0,,,,,305.9,2562,2509,0
2573,13232,1,2509,2509,0,,,,,305.9,2562,2509,0
2574,92461,1,2509,2509,0,,,,,305.9,2562,2509,0
2575,91023,1,2509,2509,0,,,,,305.9,2562,2509,0
2576,12956,2,2509,2509,0,,,,,305.9,2562,2509,0
2577,288,7,2509,2509,0,,,,,305.9,2562,2509,0
2578,89597,1,2509,2509,0,,,,,305.9,2562,2509,0
2579,92265,1,2509,2509,0,,,,,305.9,2562,2509,0
2580,94913,1,2509,2509,0,,,,,305.9,2562,2509,0
2581,94486,1,2509,2509,0,,,,,305.9,2562,2509,0
2582,72735,1,2509,2509,0,,,,,305.9,2562,2509,0
2583,75616,1,2509,2509,0,,,,,305.9,2562,2509,0
2584,52827,1,2509,2509,0,,,,,305.9,2562,2509,0
2585,50238,1,2509,2509,0,,,,,305.9,2562,2509,0
2586,81229,1,2509,2509,0,,,,,305.9,2562,2509,0
2587,107502,1,2509,2509,0,,,,,305.9,2562,2509,0
2588,96512,1,2509,2509,0,,,,,305.9,2562,2509,0
2589,119310,1,2509,2509,0,,,,,305.9,2562,2509,0
2590,87035,1,2509,2509,0,,,,,305.9,2562,2509,0
2591,79359,1,2509,2509,0,,,,,305.9,2562,2509,0
2592,83980,1,2509,2509,0,,,,,305.9,2562,2509,0
2593,80466,1,2509,2509,0,,,,,305.9,2562,2509,0
2594,82127,1,2509,2509,0,,,,,305.9,2562,2509,0
2595,14120,1,2509,2509,0,,,,,305.9,2562,2509,0
2596,92868,1,2509,2509,0,,,,,305.9,2562,2509,0
2597,79621,1,2509,2509,0,,,,,305.9,2562,2509,0
2598,95335,1,2509,2509,0,,,,,305.9,2562,2509,0
2599,76071,1,2509,2509,0,,,,,305.9,2562,2509,0
2600,82986,1,2509,2509,0,,,,,305.9,2562,2509,0
2601,9475,1,2509,2509,0,,,,,305.9,2562,2509,0
2602,1534,7,2509,2509,0,,,,,305.9,2562,2509,0
2603,40006,1,2509,2509,0,,,,,305.9,2562,2509,0
2604,40272,1,2509,2509,0,,,,,305.9,2562,2509,0
2605,42702,1,2509,2509,0,,,,,305.9,2562,2509,0
2606,1882,7,2509,2509,0,,,,,305.9,2562,2509,0
2607,60029,1,2509,2509,0,,,,,305.9,2562,2509,0
2608,563,7,2509,2509,0,,,,,305.9,2562,2509,0
2609,40168,1,2509,2509,0,,,,,305.9,2562,2509,0
2610,39980,1,2509,2509,0,,,,,305.9,2562,2509,0
2611,6175,7,2509,2509,0,,,,,305.9,2562,2509,0
2612,77426,1,2509,2509,0,,,,,305.9,2562,2509,0
2613,75054,1,2509,2509,0,,,,,305.9,2562,2509,0
2614,0,7,2509,2509,0,,,,,305.9,2562,2509,0
2615,4236,7,2509,2509,0,,,,,305.9,2562,2509,0
2616,1261,7,2509,2509,0,,,,,305.9,2562,2509,0
2617,68277,1,2509,2509,0,,,,,305.9,2562,2509,0
2618,71378,1,2509,2509,0,,,,,305.9,2562,2509,0
2619,77804,1,2509,2509,0,,,,,305.9,2562,2509,0
2620,75616,1,2509,2509,0,,,,,305.9,2562,2509,0
2621,69262,1,2509,2509,0,,,,,305.9,2562,2509,0
2622,77474,1,2509,2509,0,,,,,305.9,2562,2509,0
2623,79713,1,2509,2509,0,,,,,305.9,2562,2509,0
2624,23705,1,2509,2509,0,,,,,305.9,2562,2509,0
2625,0,7,2509,2509,0,,,,,305.9,2562,2509,0
2626,0,7,2509,2509,0,,,,,305.9,2562,2509,0
2627,0,7,2509,2509,0,,,,,305.9,2562,2509,0
2628,0,7,2509,2509,0,,,,,305.9,2562,2509,0
2629,0,7,2509,2509,0,,,,,305.9,2562,2509,0
2630,2,7,2509,2509,0,,,,,305.9,2562,2509,0
2631,3651,7,2509,2509,0,,,,,305.9,2562,2509,0
2632,2488,1,2509,2509,0,,,,,305.9,2562,2509,0
2633,88015,1,2509,2509,0,,,,,305.9,2562,2509,0
2634,93001,1,2509,2509,0,,,,,305.9,2562,2509,0
2635,-1,,2509,2509,0,,,,,305.9,2562,2509,0
2636,-1,,2509,2509,0,,,,,305.9,2562,2509,0
2637,0,,2509,2509,0,,,,,305.9,2562,2509,0
2638,0,7,2509,2509,0,,,,,305.9,2562,2509,0
2639,3,7,2509,2509,0,,,,,305.9,2562,2509,0
2640,-1,,2509,2509,0,,,,,305.9,2562,2509,0
2641,493,7,2509,2509,0,,,,,305.9,2562,2509,0
2642,837,7,2509,2509,0,,,,,305.9,2562,2509,0
2643,88950,1,2509,2509,0,,,,,305.9,2562,2509,0
2644,0,7,2509,2509,0,,,,,305.9,2562,2509,0
2645,89908,1,2509,2509,0,,,,,305.9,2562,2509,0
2646,82162,1,2509,2509,0,,,,,305.9,2562,2509,0
2647,81876,1,2509,2509,0,,,,,305.9,2562,2509,0
2648,11711,2,2509,2509,0,,,,,305.9,2562,2509,0
2649,10218,1,2509,2509,0,,,,,305.9,2562,2509,0
2650,100472,1,2509,2509,0,,,,,305.9,2562,2509,0
2651,1448,7,2509,2509,0,,,,,305.9,2562,2509,0
2652,41097,1,2509,2509,0,,,,,305.9,2562,2509,0
2653,33870,1,2509,2509,0,,,,,305.9,2562,2509,0
2654,0,7,,,0,,,,,,2562,0,0
2655,-1,7,,,0,,,,,,2562,0,0
2656,-1,7,,,0,,,,,,2562,0,0
2657,-1,4,,,0,,,,,,2562,0,0
2658,-1,4,,,0,,,,,,2562,0,0
2659,-1,4,,,0,,,,,,2562,0,0
2660,-1,4,,,0,,,,,,2562,0,0
2661,-1,4,,,0,,,,,,2562,0,0
2662,-1,4,,,0,,,,,,2562,0,0
2663,-1,4,,,0,,,,,,2562,0,0
2664,-1,4,,,0,,,,,,2562,0,0
2665,-1,4,,,0,,,,,,2562,0,0
2666,-1,,,,0,,,,,,2562,0,0
2667,-1,4,,,0,,,,,,2562,0,0
2668,-1,4,,,0,,,,,,2562,0,0
2669,-1,4,,,0,,,,,,2562,0,0
2670,-1,4,,,0,,,,,,2562,0,0
2671,-1,4,,,0,,,,,,2562,0,0
2672,-1,4,,,0,,,,,,2562,0,0
2673,-1,4,,,0,,,,,,2562,0,0
2674,-1,4,,,0,,,,,,2562,0,0
2675,-1,4,,,0,,,,,,2562,0,0
2676,-1,4,,,0,,,,,,2562,0,0
2677,-1,4,,,0,,,,,,2562,0,0
2678,-1,4,,,0,,,,,,2562,0,0
2679,-1,7,,,0,,,,,,2562,0,0
2680,-1,4,,,0,,,,,,2562,0,0
2681,-1,4,,,0,,,,,,2562,0,0
2682,-1,4,,,0,,,,,,2562,0,0
2683,-1,4,,,0,,,,,,2562,0,0
2684,-1,4,,,0,,,,,,2562,0,0
2685,-1,4,,,0,,,,,,2562,0,0
2686,-1,4,,,0,,,,,,2562,0,0
